epoch,totalAcc,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9
15,0.8825,0.951048951048951,0.9733806566104702,0.8728557013118062,0.8527131782945736,0.9091836734693878,0.7346465816917729,0.9349112426035503,0.8588785046728972,0.8358050847457628,0.869120654396728
16,0.8883,0.954045954045954,0.974267968056788,0.8698284561049445,0.8546511627906976,0.9071428571428571,0.7833140208574739,0.9378698224852071,0.9093457943925234,0.8199152542372882,0.8415132924335378
17,0.8856,0.958041958041958,0.9760425909494232,0.8546922300706358,0.8488372093023255,0.8673469387755102,0.7705677867902665,0.9358974358974359,0.8803738317757009,0.8411016949152542,0.8936605316973415
18,0.8874,0.952047952047952,0.974267968056788,0.8668012108980827,0.8682170542635659,0.8908163265306123,0.7439165701042874,0.9349112426035503,0.883177570093458,0.8336864406779662,0.8926380368098159
19,0.8907,0.945054945054945,0.9733806566104702,0.8546922300706358,0.8527131782945736,0.8969387755102041,0.7717265353418308,0.9388560157790927,0.8990654205607477,0.8686440677966102,0.8773006134969326
20,0.8929,0.9590409590409591,0.9716060337178349,0.8607467204843592,0.8701550387596899,0.9091836734693878,0.7497103128621089,0.9388560157790927,0.8878504672897196,0.8601694915254238,0.8905930470347648
21,0.8917,0.954045954045954,0.974267968056788,0.8546922300706358,0.8905038759689923,0.923469387755102,0.7578215527230591,0.9388560157790927,0.897196261682243,0.826271186440678,0.8660531697341514
22,0.8964,0.9530469530469531,0.9698314108251996,0.8627648839556004,0.8846899224806202,0.8928571428571429,0.8076477404403245,0.9447731755424064,0.9,0.836864406779661,0.885480572597137
23,0.8931,0.9530469530469531,0.9716060337178349,0.8799192734611504,0.8488372093023255,0.9408163265306122,0.7937427578215527,0.9398422090729783,0.8943925233644859,0.8908898305084746,0.7934560327198364
24,0.896,0.9500499500499501,0.9733806566104702,0.8557013118062563,0.8982558139534884,0.926530612244898,0.7728852838933952,0.9378698224852071,0.9018691588785047,0.8347457627118644,0.8773006134969326
25,0.899,0.958041958041958,0.9733806566104702,0.8728557013118062,0.8585271317829457,0.9091836734693878,0.8157589803012746,0.9477317554240631,0.902803738317757,0.8442796610169492,0.8834355828220859
26,0.8979,0.957042957042957,0.9751552795031055,0.8546922300706358,0.8594961240310077,0.9061224489795918,0.8400926998841252,0.9536489151873767,0.8757009345794392,0.8336864406779662,0.9038854805725971
27,0.8947,0.961038961038961,0.9751552795031055,0.8849646821392533,0.8885658914728682,0.9040816326530612,0.7033603707995365,0.9368836291913215,0.9168224299065421,0.8495762711864406,0.885480572597137
28,0.8971,0.962037962037962,0.9582963620230701,0.8557013118062563,0.8449612403100775,0.926530612244898,0.7914252607184241,0.9398422090729783,0.9177570093457944,0.9311440677966102,0.8210633946830266
29,0.9034,0.9560439560439561,0.9724933451641526,0.8698284561049445,0.8585271317829457,0.9224489795918367,0.8296639629200464,0.9487179487179487,0.905607476635514,0.861228813559322,0.8885480572597138
30,0.9049,0.955044955044955,0.974267968056788,0.8910191725529768,0.8507751937984496,0.9275510204081633,0.8493626882966396,0.9585798816568047,0.9177570093457944,0.8252118644067796,0.878323108384458
31,0.9042,0.962037962037962,0.9733806566104702,0.8859737638748738,0.8517441860465116,0.9010204081632653,0.8308227114716107,0.9516765285996055,0.8962616822429906,0.8665254237288136,0.9028629856850716
32,0.9037,0.948051948051948,0.9751552795031055,0.8768920282542886,0.877906976744186,0.9142857142857143,0.8296639629200464,0.9418145956607495,0.8906542056074767,0.8601694915254238,0.901840490797546
33,0.9049,0.961038961038961,0.9751552795031055,0.8859737638748738,0.8352713178294574,0.9051020408163265,0.8644264194669756,0.9487179487179487,0.9112149532710281,0.850635593220339,0.8946830265848671
34,0.9039,0.954045954045954,0.9733806566104702,0.863773965691221,0.874031007751938,0.9040816326530612,0.813441483198146,0.9477317554240631,0.9037383177570093,0.8760593220338984,0.9059304703476483
35,0.9065,0.9630369630369631,0.974267968056788,0.8849646821392533,0.8817829457364341,0.9102040816326531,0.8342989571263036,0.9497041420118343,0.9233644859813084,0.8411016949152542,0.878323108384458
36,0.9054,0.952047952047952,0.9760425909494232,0.8910191725529768,0.8565891472868217,0.8969387755102041,0.8296639629200464,0.9556213017751479,0.9074766355140187,0.861228813559322,0.9059304703476483
37,0.9088,0.9690309690309691,0.9724933451641526,0.8738647830474269,0.8711240310077519,0.9346938775510204,0.8586326767091541,0.9487179487179487,0.914018691588785,0.8273305084745762,0.8987730061349694
38,0.9075,0.957042957042957,0.9724933451641526,0.8829465186680121,0.8682170542635659,0.9244897959183673,0.816917728852839,0.9477317554240631,0.9009345794392524,0.8760593220338984,0.9069529652351738
39,0.9085,0.9690309690309691,0.9733806566104702,0.9011099899091827,0.8643410852713178,0.9377551020408164,0.828505214368482,0.9477317554240631,0.897196261682243,0.8527542372881356,0.8926380368098159
40,0.9087,0.968031968031968,0.9698314108251996,0.8869828456104945,0.8468992248062015,0.923469387755102,0.8424101969872537,0.9526627218934911,0.905607476635514,0.8802966101694916,0.8936605316973415
41,0.9072,0.961038961038961,0.9707187222715173,0.8779011099899092,0.8905038759689923,0.9326530612244898,0.7694090382387022,0.9595660749506904,0.9149532710280374,0.8675847457627118,0.8977505112474438
42,0.9072,0.9400599400599401,0.9751552795031055,0.8890010090817356,0.8546511627906976,0.936734693877551,0.8203939745075318,0.9457593688362919,0.8990654205607477,0.9004237288135594,0.8916155419222904
43,0.9095,0.955044955044955,0.9778172138420586,0.893037336024218,0.8798449612403101,0.9255102040816326,0.7983777520278099,0.9437869822485208,0.9168224299065421,0.878177966101695,0.9008179959100204
44,0.9086,0.9590409590409591,0.9716060337178349,0.917255297679112,0.8527131782945736,0.9183673469387755,0.7960602549246814,0.9487179487179487,0.9186915887850468,0.8877118644067796,0.8916155419222904
45,0.9103,0.9690309690309691,0.976929902395741,0.8819374369323916,0.8701550387596899,0.9285714285714286,0.8528389339513326,0.9506903353057199,0.9018691588785047,0.8495762711864406,0.9028629856850716
46,0.9096,0.9690309690309691,0.9733806566104702,0.8900100908173562,0.8691860465116279,0.9091836734693878,0.8192352259559675,0.9477317554240631,0.9009345794392524,0.8940677966101694,0.9028629856850716
47,0.9113,0.971028971028971,0.9751552795031055,0.8839556004036327,0.8662790697674418,0.9295918367346939,0.8308227114716107,0.9536489151873767,0.9102803738317757,0.8686440677966102,0.9028629856850716
48,0.9109,0.971028971028971,0.974267968056788,0.8900100908173562,0.875968992248062,0.9173469387755102,0.8064889918887601,0.9566074950690335,0.9158878504672897,0.8771186440677966,0.8997955010224948
49,0.9103,0.962037962037962,0.974267968056788,0.8768920282542886,0.8875968992248062,0.9448979591836735,0.8203939745075318,0.9546351084812623,0.9158878504672897,0.8675847457627118,0.8752556237218814
50,0.9103,0.9630369630369631,0.9724933451641526,0.8990918264379415,0.876937984496124,0.9173469387755102,0.7891077636152954,0.9516765285996055,0.9121495327102803,0.8898305084745762,0.9059304703476483
51,0.9108,0.962037962037962,0.9716060337178349,0.8970736629667003,0.8953488372093024,0.9051020408163265,0.8528389339513326,0.9526627218934911,0.9074766355140187,0.823093220338983,0.9202453987730062
52,0.913,0.967032967032967,0.9716060337178349,0.8849646821392533,0.876937984496124,0.936734693877551,0.8342989571263036,0.9497041420118343,0.9168224299065421,0.878177966101695,0.8936605316973415
53,0.9104,0.954045954045954,0.9609582963620231,0.8950554994954592,0.8711240310077519,0.9020408163265307,0.8227114716106605,0.9566074950690335,0.8943925233644859,0.9163135593220338,0.9141104294478528
54,0.9097,0.961038961038961,0.976929902395741,0.8779011099899092,0.8837209302325582,0.9102040816326531,0.8192352259559675,0.9497041420118343,0.9149532710280374,0.8707627118644068,0.908997955010225
55,0.9137,0.977022977022977,0.9716060337178349,0.8970736629667003,0.8895348837209303,0.9255102040816326,0.8203939745075318,0.9536489151873767,0.9149532710280374,0.8601694915254238,0.9038854805725971
56,0.9126,0.9630369630369631,0.9680567879325643,0.9061553985872856,0.875968992248062,0.9204081632653062,0.8064889918887601,0.9437869822485208,0.9186915887850468,0.8940677966101694,0.9069529652351738
57,0.9154,0.964035964035964,0.9724933451641526,0.9021190716448032,0.8701550387596899,0.939795918367347,0.8574739281575898,0.9556213017751479,0.9214953271028037,0.8633474576271186,0.8895705521472392
58,0.9151,0.9630369630369631,0.9680567879325643,0.8890010090817356,0.8662790697674418,0.9377551020408164,0.8713789107763615,0.9556213017751479,0.9214953271028037,0.878177966101695,0.885480572597137
59,0.9155,0.97002997002997,0.9680567879325643,0.905146316851665,0.8953488372093024,0.9336734693877551,0.8238702201622248,0.9497041420118343,0.9205607476635514,0.8707627118644068,0.8957055214723927
60,0.9149,0.964035964035964,0.9680567879325643,0.9031281533804238,0.8672480620155039,0.9316326530612244,0.8528389339513326,0.9546351084812623,0.9242990654205607,0.8654661016949152,0.8997955010224948
61,0.9156,0.9560439560439561,0.9671694764862466,0.8890010090817356,0.8875968992248062,0.9204081632653062,0.8482039397450754,0.9497041420118343,0.922429906542056,0.8972457627118644,0.9008179959100204
62,0.9153,0.9590409590409591,0.9707187222715173,0.8990918264379415,0.8972868217054264,0.9489795918367347,0.8435689455388181,0.9497041420118343,0.9196261682242991,0.8633474576271186,0.8813905930470347
63,0.915,0.9660339660339661,0.9707187222715173,0.905146316851665,0.874031007751938,0.9204081632653062,0.8679026651216686,0.9556213017751479,0.9074766355140187,0.8411016949152542,0.9253578732106339
64,0.9154,0.975024975024975,0.9733806566104702,0.9061553985872856,0.8701550387596899,0.9285714285714286,0.8296639629200464,0.9506903353057199,0.9121495327102803,0.8792372881355932,0.908997955010225
65,0.9154,0.961038961038961,0.9733806566104702,0.875882946518668,0.8982558139534884,0.9295918367346939,0.8400926998841252,0.9526627218934911,0.9214953271028037,0.875,0.9059304703476483
66,0.9171,0.9790209790209791,0.9760425909494232,0.893037336024218,0.8682170542635659,0.9489795918367347,0.8447276940903824,0.9585798816568047,0.9186915887850468,0.8697033898305084,0.8946830265848671
67,0.914,0.954045954045954,0.9680567879325643,0.8950554994954592,0.8604651162790697,0.9163265306122449,0.8563151796060255,0.9625246548323472,0.9271028037383178,0.864406779661017,0.918200408997955
68,0.9162,0.958041958041958,0.9671694764862466,0.9011099899091827,0.8546511627906976,0.9204081632653062,0.895712630359212,0.9556213017751479,0.9186915887850468,0.8654661016949152,0.9141104294478528
69,0.9147,0.9560439560439561,0.968944099378882,0.893037336024218,0.8856589147286822,0.9336734693877551,0.8030127462340672,0.960552268244576,0.9186915887850468,0.8961864406779662,0.9079754601226994
70,0.9158,0.974025974025974,0.9716060337178349,0.8970736629667003,0.8905038759689923,0.9142857142857143,0.8354577056778679,0.9536489151873767,0.9065420560747663,0.8697033898305084,0.9253578732106339
71,0.9194,0.972027972027972,0.9680567879325643,0.9101917255297679,0.8924418604651163,0.9306122448979591,0.8528389339513326,0.9585798816568047,0.9196261682242991,0.8601694915254238,0.911042944785276
